1452268866,wm,MAV,(288,4)
1452271078,flir,MACD,(80,200)
1452277319,dis,PREDICT
1452278281,hrl,PLOT,(169,6)
1452280703,pcg,MAV,(287,5)
1452281348,gci,MACD,(81,200)
1452282705,aon,PREDICT
1452287673,pep,MAV,(284,17)
1452290146,unp,PREDICT
1452296809,sndk,MAV,(238,9)
1452303325,wfc,PREDICT
1452307400,tjx,MAV,(232,20)
1452310872,cmcsa,PLOT,(116,10)
1452313948,hal,MACD,(93,194)
1452317624,mck,PREDICT
1452317641,txn,MACD,(72,166)
1452323201,gd,PREDICT
1452327969,xel,MAV,(159,8)
1452332815,wm,MAV,(266,18)
1452334214,hp,PLOT,(118,6)
1452337597,hsy,MAV,(135,20)
1452341599,hrl,PREDICT
1452344470,hal,MAV,(137,8)
1452351731,emc,MAV,(146,19)
1452354070,ntrs,PLOT,(128,5)
1452354362,cah,PREDICT
1452358544,csc,PLOT,(139,5)
1452359415,amgn,PREDICT
1452361456,l,PREDICT
1452362856,wfc,MAV,(131,20)
1452363693,lnc,PLOT,(165,4)
1452370292,pfe,PLOT,(137,9)
1452371899,dri,MAV,(247,7)
1452377187,RAPORT,MAV,(185,17)
1452383058,dell,MACD,(68,156)
1452383392,oxy,PREDICT
1452384356,vz,MAV,(182,6)
1452385054,rost,PREDICT
1452385306,kr,PREDICT
1452391618,xrx,MAV,(289,18)
1452392338,pll,MAV,(170,10)
1452399115,sti,PLOT,(128,10)
1452399831,pbi,MACD,(66,171)
1452407308,dte,MACD,(99,189)
1452413291,bxp,PREDICT
1452414777,gci,PREDICT
1452415044,trv,REPORT
1452420649,wag,PLOT,(149,1)
1452426894,cost,MAV,(166,17)
1452430718,vno,MACD,(85,166)
1452436036,bwa,MACD,(86,189)
1452437970,do,PREDICT
1452442360,c,MAV,(196,19)
1452444046,mchp,MACD,(59,183)
1452450610,aet,PLOT,(69,5)
1452451788,agn,REPORT
1452459016,emn,MAV,(241,16)
1452461390,xel,MACD,(87,194)
1452465070,vmc,PLOT,(175,7)
1452471999,mck,MAV,(258,3)
1452477368,afl,PLOT,(169,1)
1452478921,esv,MACD,(97,182)
1452486348,aes,MAV,(168,8)
1452487125,csc,MAV,(184,16)
1452488964,bhi,MAV,(284,7)
1452496135,emc,MACD,(88,161)
1452497115,ace,MACD,(75,184)
1452497477,omc,PLOT,(161,10)
1452500972,hog,MAV,(265,18)
1452508041,fdo,MACD,(70,179)
1452511227,chrw,PREDICT
1452515986,hd,MACD,(81,158)
1452521026,aet,PLOT,(197,1)
1452527058,aon,PLOT,(185,8)
1452532038,ba,MAV,(167,13)
1452534246,kr,MAV,(264,18)
1452540435,nee,PREDICT
1452541691,gpc,PLOT,(139,4)
1452546044,ftr,PREDICT
1452553250,k,REPORT
1452555494,peg,MACD,(81,186)
1452562396,ph,PREDICT
1452566463,dov,MACD,(53,180)
1452567448,amgn,PLOT,(162,6)
1452572258,peg,MAV,(196,10)
1452576548,ntrs,PREDICT
1452582659,wfm,MACD,(82,170)
1452587361,fdo,REPORT
1452588828,flir,MAV,(251,4)
1452592251,xom,MACD,(62,195)
1452597570,hig,PLOT,(137,1)
1452604660,dd,MAV,(177,17)
1452609496,esv,MAV,(221,10)
1452611705,sti,PREDICT
1452613951,csc,MAV,(299,2)
1452616472,cop,PREDICT
1452618531,pom,MACD,(87,170)
1452625101,twx,MACD,(62,151)
1452627635,lltc,PLOT,(58,1)
1452633696,emc,MACD,(86,179)
1452636972,trow,MACD,(63,200)
1452637502,pbct,MACD,(59,163)
1452644215,nu,MACD,(96,170)
1452644371,txt,PREDICT
1452651416,pbi,MAV,(251,16)
1452653992,lm,PREDICT
1452660692,pg,REPORT
1452666801,wm,MAV,(256,8)
1452673138,hpq,MACD,(74,197)
1452673328,nee,PLOT,(153,5)
1452676977,csx,MAV,(233,15)
1452680445,mdt,MAV,(248,11)
1452682589,ctl,MACD,(91,163)
1452686666,hcn,MACD,(73,174)
1452693799,lly,MACD,(78,172)
1452697134,do,MACD,(89,153)
1452699477,ccl,PLOT,(119,4)
1452703275,mwv,MAV,(207,6)
1452707485,eqt,PREDICT
1452710829,mck,PREDICT
1452713874,emr,PLOT,(96,9)
1452715912,cat,PLOT,(87,6)
1452719934,jnj,MAV,(117,9)
1452721704,csx,PLOT,(158,1)
1452722391,unh,MAV,(123,14)
1452725349,tgt,PLOT,(65,3)
1452729205,hon,PLOT,(115,7)
1452735467,oxy,MACD,(77,150)
1452737569,gis,PREDICT
1452740074,ip,MAV,(146,20)
1452744535,dd,MACD,(68,152)
1452749987,cvs,PREDICT
1452753165,wmt,MAV,(185,15)
1452756431,duk,PLOT,(137,4)
1452757907,mmm,PREDICT
1452762830,tjx,REPORT
1452770066,chrw,MAV,(285,2)
1452774566,oke,PLOT,(129,1)
1452780113,etr,MACD,(98,168)
1452784862,oxy,MAV,(286,1)
1452790588,swy,MACD,(78,180)
1452797427,sti,MACD,(93,187)
1452799157,spls,MAV,(109,18)
1452804902,luv,MACD,(63,194)
1452806703,do,PLOT,(64,5)
1452813131,xlnx,PLOT,(197,7)
1452817322,mas,PLOT,(61,10)
1452819122,wy,PREDICT
1452821720,oke,PREDICT
1452828636,nem,MAV,(117,9)
1452831718,hcp,REPORT
1452838640,jbl,PREDICT
1452841907,pnr,MAV,(203,8)
1452844639,mmm,MACD,(91,178)
1452845671,pbi,MAV,(165,7)
1452849004,cms,MACD,(74,168)
1452855238,x,PLOT,(183,10)
1452859422,vno,MACD,(61,192)
1452862839,wfm,MACD,(57,195)
1452869677,cbs,PLOT,(84,10)
1452873843,csc,MAV,(296,13)
1452874249,glw,PREDICT
1452874562,hig,MAV,(236,10)
1452875267,swk,PLOT,(184,6)
1452879156,dd,PLOT,(80,10)
1452882495,hp,MAV,(276,19)
1452884571,ne,MAV,(151,5)
1452886529,apc,PREDICT
1452887715,ir,MAV,(268,3)
1452888417,RAPORT,PLOT,(152,8)
1452889769,pbct,PREDICT
1452894050,cvx,MAV,(282,13)
1452895084,key,MACD,(75,193)
1452896996,sndk,PREDICT
1452901554,cof,PREDICT
1452904300,xl,PLOT,(113,9)
1452905588,unm,MAV,(121,17)
1452912674,nbl,REPORT
1452918902,dte,PREDICT
1452920879,irm,PREDICT
1452928303,hcp,MAV,(121,19)
1452934492,ppg,REPORT
1452940600,aee,REPORT
1452943544,fdo,MAV,(152,15)
1452943558,r,PLOT,(82,10)
1452949299,bwa,MAV,(213,20)
1452956625,lltc,MAV,(200,13)
1452956723,len,MAV,(281,9)
1452959980,vno,MAV,(111,2)
1452965901,do,REPORT
1452970202,peg,PLOT,(61,10)
1452975247,stj,MACD,(86,186)
1452982736,pcar,PREDICT
1452983164,cost,PREDICT
1452988795,jnj,REPORT
1452991478,gpc,REPORT
1452992989,px,MACD,(87,156)
1452996577,unp,PREDICT
1453003536,hog,PLOT,(120,7)
1453009030,txn,PREDICT
1453010026,xl,MAV,(247,13)
1453015258,f,PLOT,(72,10)
1453019631,dis,PREDICT
1453023654,xlnx,MAV,(176,7)
1453027735,dd,PLOT,(111,9)
1453030592,pki,MACD,(62,189)
1453031958,avp,PLOT,(176,7)
1453035039,ccl,MAV,(197,12)
1453040988,prgo,MAV,(157,6)
1453046680,ni,PLOT,(126,1)
1453047357,key,PREDICT
1453050927,tjx,PLOT,(116,9)
1453054889,ibm,PREDICT
1453057408,shw,PREDICT
1453060389,unm,PREDICT
1453063078,wfm,PLOT,(183,4)
1453068944,mmm,PREDICT
1453074138,orcl,PLOT,(179,9)
1453079075,phm,MAV,(268,5)
1453081035,mhfi,PREDICT
1453087003,nu,PREDICT
1453091696,pnw,PLOT,(145,9)
1453094853,pom,PREDICT
1453097553,ibm,MAV,(153,15)
1453100774,oxy,MAV,(249,13)
1453106925,wmb,MAV,(289,19)
1453113492,lltc,MAV,(114,12)
1453119865,bax,MAV,(191,20)
1453124499,ibm,REPORT
1453129476,axp,PREDICT
1453132933,pbi,MACD,(99,183)
1453136694,jwn,MAV,(124,14)
1453143285,hrl,PREDICT
1453148251,csc,PREDICT
1453150672,aee,MAV,(191,2)
1453151714,vmc,REPORT
1453154176,kim,REPORT
1453157371,aee,MACD,(67,168)
1453161121,pep,PREDICT
1453164522,rok,PREDICT
1453166380,tap,MACD,(86,183)
1453166623,has,MAV,(163,7)
1453168659,glw,MACD,(66,167)
1453176125,wm,MAV,(172,16)
1453177475,eqr,MAV,(221,19)
1453182346,gww,MACD,(52,178)
1453188794,pcl,PREDICT
1453188881,mrk,PREDICT
1453195933,cms,REPORT
1453201783,klac,PLOT,(104,4)
1453208219,aep,PREDICT
1453212313,abt,REPORT
1453213986,lly,REPORT
1453220509,x,MAV,(179,17)
1453227690,zion,PREDICT
1453233913,jpm,MACD,(77,192)
1453238440,cost,MAV,(199,14)
1453245232,msi,PREDICT
1453249678,has,REPORT
1453253848,t,MACD,(75,192)
1453254606,hp,PLOT,(124,10)
1453261819,duk,MAV,(126,12)
1453263538,l,MAV,(274,8)
1453263825,zion,PLOT,(107,7)
1453264488,pki,MAV,(100,20)
1453269567,cvs,PREDICT
1453274790,peg,MACD,(75,152)
1453280312,nsc,PREDICT
1453285153,rost,PREDICT
1453291226,chk,PREDICT
1453291781,usb,PLOT,(181,4)
1453296230,xray,PREDICT
1453300835,cb,PREDICT
1453303310,cah,MACD,(76,163)
1453306081,scg,MAV,(283,6)
1453311323,usb,PREDICT
1453313174,stj,PREDICT
1453318091,kr,MAV,(272,8)
1453319637,cmi,MAV,(159,18)
1453324692,mrk,MAV,(280,17)
1453326301,hes,MAV,(281,13)
1453326307,ne,PLOT,(69,8)
1453332441,molx,PREDICT
1453335177,see,MACD,(83,173)
1453337680,dgx,PLOT,(106,10)
1453340632,mwv,PLOT,(156,5)
1453347947,vz,PLOT,(189,9)
1453352457,dhr,MACD,(69,152)
1453355228,vz,MAV,(138,3)
1453359298,fhn,MAV,(146,20)
1453365012,x,MACD,(79,153)
1453370718,fhn,PREDICT
1453373891,ph,REPORT
1453377901,trv,PLOT,(104,4)
1453378357,chk,MACD,(61,178)
1453382913,bby,MAV,(217,18)
1453384271,low,PREDICT
1453386744,mro,PREDICT
1453388699,lm,PLOT,(194,2)
1453393661,emr,PREDICT
1453394481,cce,PLOT,(82,10)
1453396876,wfc,MAV,(179,3)
1453403258,wy,MACD,(71,194)
1453410109,cinf,MAV,(112,5)
1453410157,bk,PREDICT
1453415450,vmc,PREDICT
1453417095,nke,MAV,(206,19)
1453419318,cat,MACD,(61,173)
1453425830,dhr,PLOT,(80,6)
1453428119,bxp,MAV,(205,15)
1453432134,dgx,MAV,(173,7)
1453439316,ph,MAV,(249,17)
1453440321,fcx,MAV,(297,17)
1453441978,payx,MAV,(214,14)
1453447521,cvx,MAV,(281,2)
1453451819,twx,PLOT,(102,6)
1453457000,lmt,PLOT,(90,2)
1453459831,pcp,PREDICT
1453466998,fhn,MACD,(88,195)
1453468847,jnj,MAV,(155,18)
1453474066,gww,MACD,(69,166)
1453476863,dgx,PREDICT
1453478159,x,MACD,(80,198)
1453482276,eog,MACD,(94,195)
1453483064,cag,MACD,(97,178)
1453487066,symc,MAV,(294,14)
1453492096,wmb,PLOT,(168,6)
1453494457,rhi,MAV,(292,18)
1453494863,kss,PLOT,(164,10)
1453496043,fitb,MACD,(87,173)
1453500970,dri,MACD,(89,169)
1453501926,glw,MAV,(128,20)
1453509045,afl,MAV,(143,19)
1453513763,igt,PREDICT
1453514029,fast,PLOT,(109,6)
1453516597,xray,MACD,(82,162)
1453523356,do,MACD,(68,178)
1453528488,ne,MACD,(63,165)
1453529785,rok,MAV,(215,10)
1453536600,ko,MACD,(80,194)
1453537481,fdx,MACD,(82,174)
1453543161,aep,PREDICT
1453544388,whr,PLOT,(50,5)
1453547420,ipg,MACD,(80,193)
1453547477,unh,MACD,(91,182)
1453548591,ipg,MACD,(69,155)
1453552508,cmcsa,MACD,(64,184)
1453557907,omc,PLOT,(115,3)
1453559353,bms,PREDICT
1453562302,fe,MACD,(82,177)
1453567953,pki,PLOT,(83,5)
1453575258,dov,MACD,(52,167)
1453582143,pki,PLOT,(170,1)
1453588691,aon,PREDICT
1453588836,xlnx,MACD,(96,166)
1453590018,tgt,MAV,(217,17)
1453592760,intu,MAV,(281,16)
1453594910,apd,PLOT,(51,6)
1453600376,gis,PLOT,(198,3)
1453605216,RAPORT,PREDICT
1453610268,sti,MACD,(61,152)
1453614633,fdo,PREDICT
1453614942,dis,MAV,(237,18)
1453619900,aon,PREDICT
1453626055,rost,MAV,(236,5)
1453629445,te,MAV,(171,14)
1453630420,luv,REPORT
1453636833,mmc,MACD,(97,160)
1453642494,te,PREDICT
1453643124,oxy,REPORT
1453650559,cce,MAV,(288,2)
1453655969,hd,PLOT,(106,7)
1453661419,oxy,PREDICT
1453663894,mco,PREDICT
1453671195,pep,PLOT,(60,10)
1453674948,etn,REPORT
1453677421,xom,PREDICT
1453678911,etr,MAV,(213,18)
1453679276,len,MACD,(60,180)
1453681516,hd,MAV,(150,4)
1453685249,mhfi,MAV,(185,16)
1453689368,r,PLOT,(197,8)
1453694176,chrw,MAV,(197,11)
1453701103,stj,PREDICT
1453701223,wfc,PLOT,(176,9)
1453705810,cmcsa,PLOT,(99,7)
1453706327,cms,PREDICT
1453711148,lm,MACD,(85,160)
1453713428,msi,PLOT,(186,1)
1453716076,cog,PREDICT
1453723501,wag,PREDICT
1453725954,jnj,PREDICT
1453727422,wy,PREDICT
1453730765,emr,PREDICT
1453737473,fmc,REPORT
1453744721,luk,PLOT,(125,6)
1453751574,xlnx,PREDICT
1453759062,luk,PREDICT
1453766197,hpq,MAV,(221,4)
1453767639,cnp,MACD,(95,197)
1453768722,aet,MAV,(182,12)
1453771761,ipg,MACD,(74,172)
1453779202,ccl,MAV,(175,1)
1453783275,dov,MACD,(53,175)
1453783401,bby,MACD,(75,193)
1453784615,orcl,MAV,(136,10)
1453786448,hum,REPORT
1453790731,cms,MACD,(96,173)
1453790807,amgn,MAV,(195,17)
1453795924,mur,MAV,(252,4)
1453802638,wag,MAV,(102,17)
1453806293,pll,PREDICT
1453811643,tjx,PREDICT
1453813872,bbt,MAV,(234,15)
1453815046,anf,MAV,(118,5)
1453820836,zion,PLOT,(181,9)
1453822262,trv,MACD,(64,157)
1453823599,tsn,MAV,(146,2)
1453825593,tmo,PLOT,(95,3)
1453827364,hban,PREDICT
1453833629,pnr,PREDICT
1453838774,rok,MAV,(261,8)
1453842741,mur,MAV,(207,8)
1453844704,cbs,REPORT
1453848264,mmm,MACD,(80,151)
1453850976,jci,PREDICT
1453851643,d,PREDICT
1453853614,dri,PLOT,(144,7)
1453860364,csx,REPORT
1453867767,prgo,PLOT,(117,5)
1453869133,cce,REPORT
1453870689,ppg,REPORT
1453877681,bhi,PLOT,(135,9)
1453883215,csc,PREDICT
1453887354,fdo,MAV,(103,9)
1453890966,ni,PREDICT
1453892523,sbux,PLOT,(172,3)
1453899467,tap,PLOT,(186,4)
1453901390,etn,MACD,(66,192)
1453906162,ba,MAV,(215,1)
1453908808,mas,REPORT
1453911244,klac,MAV,(105,15)
1453911292,pbi,REPORT
1453913083,eog,PREDICT
1453919079,utx,MAV,(151,10)
1453926205,omc,MAV,(136,3)
1453931293,etr,MACD,(58,169)
1453932355,hes,REPORT
1453937520,mchp,MACD,(84,174)
1453941381,d,MACD,(93,182)
1453947603,mck,MACD,(86,191)
1453951108,hst,MAV,(119,19)
1453953341,anf,MAV,(176,4)
1453955024,px,MACD,(94,176)
1453957392,msi,MACD,(98,194)
1453958234,itw,PLOT,(163,6)
1453963211,RAPORT,MACD,(86,194)
1453964308,jnj,PREDICT
1453968391,cof,MAV,(270,2)
1453969728,aee,PLOT,(188,2)
1453973310,eog,MAV,(167,3)
1453974876,apa,MAV,(118,1)
1453977416,dis,PLOT,(85,8)
1453978176,fitb,PREDICT
1453978180,sbux,PLOT,(181,3)
1453984199,ni,MAV,(187,8)
1453989788,hcp,MAV,(247,5)
1453992623,wec,PREDICT
1453999863,mas,PLOT,(102,1)
1454007207,orcl,PLOT,(130,4)
1454010876,etn,PLOT,(82,9)
1454012974,ms,PLOT,(112,10)
1454016122,ace,MACD,(93,190)
1454019112,ni,REPORT
1454019975,orcl,MACD,(85,158)
1454020417,wag,MACD,(82,174)
1454022659,tmo,PLOT,(182,8)
1454022659,bax,MACD,(85,178)
1454024105,hcn,PREDICT
1454026913,eqr,MAV,(288,19)
1454029053,see,PLOT,(94,3)
1454036231,pnw,PREDICT
1454040639,pfe,PLOT,(93,1)
1454041632,luv,REPORT
1454047689,rok,MAV,(109,13)
1454051782,eqt,MACD,(77,151)
1454055759,pg,PREDICT
1454057205,fdo,MAV,(100,15)
1454062216,cah,MAV,(227,16)
1454063525,swy,MACD,(73,154)
1454070628,axp,PREDICT
1454072316,utx,MAV,(175,4)
1454073863,ace,MACD,(72,167)
1454079124,bxp,PLOT,(157,8)
1454079259,wmt,MAV,(171,15)
1454082801,cma,PREDICT
1454090234,swy,PLOT,(93,9)
1454092302,fmc,MACD,(59,174)
1454094757,key,MAV,(234,16)
1454095523,prgo,PREDICT
1454098756,mar,PREDICT
1454103013,tap,MAV,(124,1)
1454107125,ko,MACD,(84,154)
1454113451,abt,MAV,(225,7)
1454115614,aa,MACD,(76,157)
1454115948,pg,MAV,(267,6)
1454123251,aa,MAV,(264,7)
1454129664,dd,MAV,(285,14)
1454134570,emr,MAV,(133,19)
1454136352,ecl,MAV,(299,16)
1454136394,payx,MACD,(97,192)
1454138954,ppg,MAV,(205,2)
1454140333,pnc,MACD,(69,198)
1454140468,avp,MAV,(167,9)
1454142601,iff,MAV,(198,14)
1454149914,fhn,MAV,(144,17)
1454152535,avp,PLOT,(173,9)
1454158934,xrx,PREDICT
1454160245,twx,REPORT
1454163647,anf,MAV,(198,9)
1454166430,vz,MAV,(201,1)
1454170345,scg,PREDICT
1454175730,f,PREDICT
1454181648,beam,MAV,(106,16)
1454184940,emn,MAV,(209,11)
1454190610,wfm,MAV,(175,20)
1454193796,ctl,PREDICT
1454195837,gd,PLOT,(124,1)
1454201565,syk,MAV,(208,6)
1454202295,clx,PREDICT
1454202961,mat,MACD,(55,194)
1454203863,cah,PREDICT
1454209142,nwl,PREDICT
1454211846,lmt,MAV,(228,20)
1454216371,x,PLOT,(59,5)
1454220341,f,MACD,(94,191)
1454226381,stt,PREDICT
1454232049,bxp,MACD,(74,175)
1454234346,cb,MAV,(244,17)
1454236159,xel,PLOT,(93,2)
1454237856,aet,PLOT,(51,6)
1454242648,len,PLOT,(79,3)
1454247578,ms,MACD,(72,198)
1454248961,cinf,PREDICT
1454253449,eog,MAV,(299,7)
1454257908,xom,MAV,(201,4)
1454262461,t,PLOT,(172,1)
1454268489,mco,MAV,(127,10)
1454270748,stt,MACD,(55,194)
1454274286,fmc,PLOT,(86,2)
1454275605,x,PLOT,(193,6)
1454282939,jbl,MACD,(87,184)
1454285706,aa,MAV,(211,17)
1454289333,wm,MAV,(183,10)
1454292329,mar,MACD,(77,187)
1454298101,abt,PLOT,(94,9)
1454304702,so,MAV,(166,19)
1454309997,ca,MACD,(50,179)
1454315975,txn,PREDICT
1454323329,RAPORT,MACD,(79,191)
1454330370,vmc,MACD,(72,191)
1454334594,apd,PREDICT
1454338736,bbt,MACD,(61,156)
1454340974,jnj,MACD,(74,197)
1454343279,bhi,PREDICT
1454344497,nbr,MACD,(88,158)
1454350044,mmm,MACD,(64,197)
1454357133,tmo,MAV,(252,19)
1454360408,iff,MACD,(61,157)
1454364605,afl,REPORT
1454366239,cbs,MACD,(85,193)
1454372886,nwl,MAV,(275,20)
1454374905,emr,PREDICT
1454377562,trv,REPORT
1454381059,cog,PLOT,(54,5)
1454382159,aapl,MACD,(92,195)
1454388757,cce,MACD,(98,199)
1454396254,pcar,MAV,(200,8)
1454399881,len,PREDICT
1454407049,mur,REPORT
1454408795,hrl,MAV,(276,18)
1454413490,amgn,MAV,(224,13)
1454415863,oke,PREDICT
1454418017,syy,MACD,(84,172)
1454419211,yum,MACD,(67,193)
1454424251,ni,MAV,(214,4)
1454428553,fhn,MACD,(66,165)
1454434758,eqt,MAV,(222,11)
1454439174,txn,MAV,(210,18)
1454446386,d,MACD,(88,156)
1454447336,pcl,PLOT,(171,6)
1454450511,dell,MAV,(198,7)
1454456830,aes,MAV,(158,1)
1454462908,usb,REPORT
1454466412,duk,MAV,(212,11)
1454467595,txn,PREDICT
1454468612,f,MAV,(134,14)
1454474339,unh,PREDICT
1454476052,mar,MACD,(99,196)
1454482738,so,PREDICT
1454488511,bax,MACD,(83,194)
1454493396,vfc,PREDICT
1454495165,ci,PLOT,(189,7)
1454498541,ecl,PREDICT
1454501571,fdx,MACD,(92,181)
1454507288,nee,MAV,(208,3)
1454514566,jbl,MACD,(54,162)
1454515274,zion,PREDICT
1454515665,oxy,PLOT,(121,8)
1454517171,xray,MAV,(153,12)
1454522273,gd,PREDICT
1454527623,RAPORT,PLOT,(184,6)
1454534455,ca,PLOT,(115,7)
1454537025,hcp,MACD,(69,186)
1454539208,stj,MAV,(195,7)
1454545748,jwn,PLOT,(59,4)
1454546418,cvx,PLOT,(88,3)
1454551585,cat,MAV,(247,7)
1454552830,csx,MAV,(183,8)
1454556070,ctl,REPORT
1454556430,spls,PREDICT
1454556432,bdx,MACD,(94,160)
1454560841,ntap,PREDICT
1454563903,hrs,MAV,(230,9)
1454568317,RAPORT,MACD,(66,193)
1454575620,tgt,PLOT,(125,2)
1454577062,sbux,MACD,(100,185)
1454580853,mo,PREDICT
1454587472,RAPORT,MACD,(58,198)
1454594633,twx,MAV,(187,12)
1454597932,chrw,REPORT
1454598758,adi,MAV,(267,4)
1454605380,hcn,REPORT
1454609628,exc,PLOT,(180,3)
1454612125,phm,MAV,(220,15)
1454613490,mro,REPORT
1454618353,tgt,MACD,(73,152)
1454619079,bcr,MACD,(87,199)
1454621117,slb,MACD,(88,160)
1454623415,sndk,PLOT,(119,10)
1454629011,avp,PLOT,(66,3)
